"order_num","title","issue","phase","event","year","slug","url","total_pages","scrape_status","scraped_at","bookmark"
"1","House of X","1","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-1?quality=hq","48","done","2026-03-09T19:19:22.272362","0"
"2","Powers of X","1","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-1?quality=hq","46","done","2026-03-09T19:19:23.002994","0"
"3","House of X","2","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-2?quality=hq","34","done","2026-03-09T19:19:20.615532","0"
"4","Powers of X","2","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-2?quality=hq","33","done","2026-03-09T19:19:17.165387","0"
"5","Powers of X","3","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-3?quality=hq","31","done","2026-03-09T19:19:38.688493","0"
"6","House of X","3","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-3?quality=hq","34","done","2026-03-09T19:19:39.201711","0"
"7","House of X","4","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-4?quality=hq","33","done","2026-03-09T19:19:44.650525","0"
"8","Powers of X","4","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-4?quality=hq","32","done","2026-03-09T19:19:43.981512","0"
"9","House of X","5","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-5?quality=hq","35","done","2026-03-09T19:20:00.643000","0"
"10","Powers of X","5","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-5?quality=hq","34","done","2026-03-09T19:20:00.238543","0"
"11","House of X","6","House of X / Powers of X","","2019","House-of-X","https://readcomiconline.li/Comic/House-of-X/Issue-6?quality=hq","33","done","2026-03-09T19:20:05.412903","0"
"12","Powers of X","6","House of X / Powers of X","","2019","Powers-of-X","https://readcomiconline.li/Comic/Powers-of-X/Issue-6?quality=hq","51","done","2026-03-09T19:20:13.522099","0"
"13","X-Men","1","Dawn of X","","2019","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-1?quality=hq","40","done","2026-03-09T19:20:21.153500","0"
"14","Marauders","1","Dawn of X","","2019","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-1?quality=hq","38","done","2026-03-09T20:00:39.479998","0"
"15","Excalibur","1","Dawn of X","","2019","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-1?quality=hq","39","done","2026-03-09T19:20:30.211879","0"
"16","New Mutants","1","Dawn of X","","2019","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-1?quality=hq","38","done","2026-03-09T19:20:34.556731","0"
"17","X-Force","1","Dawn of X","","2019","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-1?quality=hq","37","done","2026-03-09T22:37:46.209560","0"
"18","Fallen Angels","1","Dawn of X","","2019","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-1?quality=hq","23","done","2026-03-09T20:00:39.434985","0"
"19","Marauders","2","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-2?quality=hq","28","done","2026-03-09T20:00:39.761133","0"
"20","Marauders","3","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-3?quality=hq","28","done","2026-03-09T20:00:39.459243","0"
"21","Excalibur","2","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-2?quality=hq","27","done","2026-03-09T19:20:57.490808","0"
"22","Excalibur","3","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-3?quality=hq","28","done","2026-03-09T19:20:59.464902","0"
"23","X-Men","2","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-2?quality=hq","27","done","2026-03-09T19:21:07.378676","0"
"24","X-Men","3","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-3?quality=hq","28","done","2026-03-09T19:21:12.517006","0"
"25","New Mutants","2","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-2?quality=hq","27","done","2026-03-09T19:21:14.870347","0"
"26","New Mutants","3","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-3?quality=hq","28","done","2026-03-09T19:21:18.058487","0"
"27","New Mutants","4","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-4?quality=hq","28","done","2026-03-09T19:21:25.038195","0"
"28","X-Force","2","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-2?quality=hq","28","done","2026-03-09T22:37:39.323191","0"
"29","X-Force","3","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-3?quality=hq","28","done","2026-03-09T22:37:31.196650","0"
"30","Fallen Angels","2","Dawn of X","","2020","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-2?quality=hq","23","done","2026-03-09T20:00:39.433981","0"
"31","Fallen Angels","3","Dawn of X","","2020","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-3?quality=hq","23","done","2026-03-09T20:00:39.824266","0"
"32","Fallen Angels","4","Dawn of X","","2020","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-4?quality=hq","23","done","2026-03-09T20:00:39.837283","0"
"33","Marauders","4","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-4?quality=hq","28","done","2026-03-09T20:00:39.433981","0"
"34","X-Men","4","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-4?quality=hq","28","done","2026-03-09T19:21:54.063456","0"
"35","Excalibur","4","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-4?quality=hq","28","done","2026-03-09T19:22:05.160242","0"
"36","Excalibur","5","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-5?quality=hq","28","done","2026-03-09T19:22:10.031511","0"
"37","New Mutants","5","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-5?quality=hq","28","done","2026-03-09T19:22:07.813463","0"
"38","Fallen Angels","5","Dawn of X","","2020","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-5?quality=hq","24","done","2026-03-09T20:00:39.651459","0"
"39","Fallen Angels","6","Dawn of X","","2020","Fallen-Angels","https://readcomiconline.li/Comic/Fallen-Angels/Issue-6?quality=hq","24","done","2026-03-09T20:00:39.822759","0"
"40","X-Force","4","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-4?quality=hq","28","done","2026-03-09T22:37:38.274476","0"
"41","X-Force","5","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-5?quality=hq","28","done","2026-03-09T22:37:30.281431","0"
"42","Marauders","5","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-5?quality=hq","28","done","2026-03-09T20:00:39.762131","0"
"43","Marauders","6","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-6?quality=hq","28","done","2026-03-09T20:00:38.812868","0"
"44","New Mutants","6","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-6?quality=hq","28","done","2026-03-09T19:22:48.336794","0"
"45","X-Men","5","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-5?quality=hq","28","done","2026-03-09T19:22:57.068760","0"
"46","Excalibur","6","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-6?quality=hq","27","done","2026-03-09T19:22:59.394415","0"
"47","X-Force","6","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-6?quality=hq","27","done","2026-03-09T22:37:53.302282","0"
"48","X-Men/Fantastic Four","1","Dawn of X","","2020","X-Men-Fantastic-Four","https://readcomiconline.li/Comic/X-Men-Fantastic-Four/Issue-1?quality=hq","26","done","2026-03-09T20:00:39.699034","0"
"49","X-Men/Fantastic Four","2","Dawn of X","","2020","X-Men-Fantastic-Four","https://readcomiconline.li/Comic/X-Men-Fantastic-Four/Issue-2?quality=hq","23","done","2026-03-09T20:00:38.482859","0"
"50","X-Men/Fantastic Four","3","Dawn of X","","2020","X-Men-Fantastic-Four","https://readcomiconline.li/Comic/X-Men-Fantastic-Four/Issue-3?quality=hq","22","done","2026-03-09T20:00:39.602939","0"
"51","X-Men/Fantastic Four","4","Dawn of X","","2020","X-Men-Fantastic-Four","https://readcomiconline.li/Comic/X-Men-Fantastic-Four/Issue-4?quality=hq","22","done","2026-03-09T20:00:38.920701","0"
"52","Marauders","7","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-7?quality=hq","28","done","2026-03-09T20:00:38.936319","0"
"53","Giant-Size X-Men: Jean Grey and Emma Frost","1","Dawn of X","","2020","Giant-Size-X-Men-Jean-Grey-and-Emma-Frost","https://readcomiconline.li/Comic/Giant-Size-X-Men-2020/Jean-Grey-And-Emma-Frost?quality=hq","35","done","2026-03-09T20:00:39.745610","0"
"54","New Mutants","7","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-7?quality=hq","28","done","2026-03-09T19:31:40.259802","0"
"55","New Mutants","8","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-8?quality=hq","26","done","2026-03-09T19:31:40.793050","0"
"56","X-Force","7","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-7?quality=hq","28","done","2026-03-09T22:37:35.882224","0"
"57","X-Force","8","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-8?quality=hq","25","done","2026-03-09T22:37:35.477907","0"
"58","Excalibur","7","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-7?quality=hq","28","done","2026-03-09T19:33:11.895498","0"
"59","Excalibur","8","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-8?quality=hq","27","done","2026-03-09T19:33:11.840808","0"
"60","Marauders","8","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-8?quality=hq","28","done","2026-03-09T20:00:39.824266","0"
"61","X-Men","6","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-6?quality=hq","28","done","2026-03-09T19:33:14.642035","0"
"62","Wolverine","1","Dawn of X","","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-1?quality=hq","67","done","2026-03-09T19:34:02.384540","0"
"63","Wolverine","2","Dawn of X","","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-2?quality=hq","26","done","2026-03-09T19:33:15.953122","0"
"64","Wolverine","3","Dawn of X","","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-3?quality=hq","26","done","2026-03-09T19:33:15.609124","0"
"65","Cable","1","Dawn of X","","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-1?quality=hq","38","done","2026-03-09T19:33:42.972049","0"
"66","New Mutants","9","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-9?quality=hq","28","done","2026-03-09T19:33:15.578029","0"
"67","New Mutants","10","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-10?quality=hq","27","done","2026-03-09T19:33:14.501538","0"
"68","Outlawed","1","Dawn of X","","2020","Outlawed","https://readcomiconline.li/Comic/Outlawed/Full?quality=hq","27","done","2026-03-09T19:33:54.732028","0"
"69","New Mutants","11","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-11?quality=hq","27","done","2026-03-09T22:37:40.375403","0"
"70","Champions (2020)","1","Dawn of X","","2020","Champions-2020","https://readcomiconline.li/Comic/Champions-2020/Issue-1?quality=hq","28","done","2026-03-09T22:37:54.920383","0"
"71","Champions (2020)","2","Dawn of X","","2020","Champions-2020","https://readcomiconline.li/Comic/Champions-2020/Issue-2?quality=hq","29","done","2026-03-09T20:00:39.014500","0"
"72","Champions (2020)","3","Dawn of X","","2020","Champions-2020","https://readcomiconline.li/Comic/Champions-2020/Issue-3?quality=hq","28","done","2026-03-09T20:01:17.288647","0"
"73","Champions (2020)","4","Dawn of X","","2020","Champions-2020","https://readcomiconline.li/Comic/Champions-2020/Issue-4?quality=hq","28","done","2026-03-09T19:33:13.836787","0"
"74","Champions (2020)","5","Dawn of X","","2020","Champions-2020","https://readcomiconline.li/Comic/Champions-2020/Issue-5?quality=hq","28","done","2026-03-09T19:33:39.298787","0"
"75","X-Force","9","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-9?quality=hq","28","done","2026-03-09T19:33:32.197755","0"
"76","X-Force","10","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-10?quality=hq","35","done","2026-03-09T19:33:41.341471","0"
"77","Marauders","9","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-9?quality=hq","28","done","2026-03-09T19:33:55.499857","0"
"78","Marauders","10","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-10?quality=hq","39","done","2026-03-09T19:33:59.641104","0"
"79","Cable","2","Dawn of X","","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-2?quality=hq","37","done","2026-03-09T20:01:16.379649","0"
"80","Cable","3","Dawn of X","","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-3?quality=hq","27","done","2026-03-09T20:01:49.537335","0"
"81","Cable","4","Dawn of X","","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-4?quality=hq","28","done","2026-03-09T20:01:11.622251","0"
"82","X-Force","11","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-11?quality=hq","28","done","2026-03-09T20:01:11.462722","0"
"83","Deadpool","6","Dawn of X","","2020","Deadpool","https://readcomiconline.li/Comic/Deadpool-2020/Full?quality=hq","33","done","2026-03-09T20:01:22.631217","0"
"84","X-Force","12","Dawn of X","","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-12?quality=hq","28","done","2026-03-09T19:34:24.750392","0"
"85","X-Men","7","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-7?quality=hq","28","done","2026-03-09T19:33:54.031857","0"
"86","X-Men","8","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-8?quality=hq","28","done","2026-03-09T19:34:01.198107","0"
"87","X-Factor","1","Dawn of X","","2020","X-Factor-2020","https://readcomiconline.li/Comic/X-Factor-2020/Issue-1?quality=hq","29","done","2026-03-09T19:34:02.709019","0"
"88","Hellions","1","Dawn of X","","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-1?quality=hq","28","done","2026-03-09T20:01:11.453075","0"
"89","Hellions","2","Dawn of X","","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-2?quality=hq","27","done","2026-03-09T20:01:25.220559","0"
"90","Hellions","3","Dawn of X","","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-3?quality=hq","31","done","2026-03-09T20:01:14.646927","0"
"91","Hellions","4","Dawn of X","","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-4?quality=hq","28","done","2026-03-09T19:34:29.146598","0"
"92","Giant-Size X-Men: Nightcrawler","1","Dawn of X","","2020","Giant-Size-X-Men-Nightcrawler","https://readcomiconline.li/Comic/Giant-Size-X-Men-2020/Nightcrawler?quality=hq","33","done","2026-03-10T02:14:34.902246","0"
"93","Wolverine","4","Dawn of X","","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-4?quality=hq","35","done","2026-03-09T22:58:24.396476","0"
"94","Wolverine","5","Dawn of X","","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-5?quality=hq","28","done","2026-03-09T19:34:34.166642","0"
"95","X-Factor","2","Dawn of X","","2020","X-Factor-2020","https://readcomiconline.li/Comic/X-Factor-2020/Issue-2?quality=hq","28","done","2026-03-09T19:34:37.735308","0"
"96","X-Factor","3","Dawn of X","","2020","X-Factor-2020","https://readcomiconline.li/Comic/X-Factor-2020/Issue-3?quality=hq","28","done","2026-03-09T19:34:36.192127","0"
"97","Marauders","11","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-11?quality=hq","28","done","2026-03-09T19:34:38.184519","0"
"98","Marauders","12","Dawn of X","","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-12?quality=hq","28","done","2026-03-09T19:34:45.731033","0"
"99","Giant-Size X-Men: Magneto","1","Dawn of X","","2020","Giant-Size-X-Men-Magneto","https://readcomiconline.li/Comic/Giant-Size-X-Men-2020/Magneto?quality=hq","66","done","2026-03-09T19:36:07.031167","0"
"100","New Mutants","12","Dawn of X","","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-12?quality=hq","42","done","2026-03-09T19:34:55.732999","0"
"101","Giant-Size X-Men: Fantomex","1","Dawn of X","","2020","Giant-Size-X-Men-Fantomex","https://readcomiconline.li/Comic/Giant-Size-X-Men-2020/Fantomex?quality=hq","27","done","2026-03-09T19:34:37.936196","0"
"102","Giant-Size X-Men: Storm","1","Dawn of X","","2020","Giant-Size-X-Men-Storm","https://readcomiconline.li/Comic/Giant-Size-X-Men-2020/Full?quality=hq","28","done","2026-03-09T22:37:35.126638","0"
"103","X-Men","9","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-9?quality=hq","40","done","2026-03-09T20:02:45.503914","0"
"104","Marvel Voices: Indigenous Voices","1","Dawn of X","","2020","Marvel-Voices-Indigenous-Voices","https://readcomiconline.li/Comic/Marvel-s-Voices-Indigenous-Voices/Full?quality=hq","28","done","2026-03-09T20:01:53.439308","0"
"105","Empyre: X-Men","1","Dawn of X","","2020","Empyre-X-Men","https://readcomiconline.li/Comic/Empyre-X-Men/Issue-1?quality=hq","28","done","2026-03-09T19:35:22.768423","0"
"106","Empyre: X-Men","2","Dawn of X","","2020","Empyre-X-Men","https://readcomiconline.li/Comic/Empyre-X-Men/Issue-2?quality=hq","28","done","2026-03-09T19:35:21.783038","0"
"107","Empyre: X-Men","3","Dawn of X","","2020","Empyre-X-Men","https://readcomiconline.li/Comic/Empyre-X-Men/Issue-3?quality=hq","28","done","2026-03-09T19:35:24.326254","0"
"108","Empyre: X-Men","4","Dawn of X","","2020","Empyre-X-Men","https://readcomiconline.li/Comic/Empyre-X-Men/Issue-4?quality=hq","28","done","2026-03-09T19:35:25.331781","0"
"109","X-Men","10","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-10?quality=hq","41","done","2026-03-09T22:37:47.380287","0"
"110","X-Men","11","Dawn of X","","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-11?quality=hq","28","done","2026-03-09T19:35:24.887592","0"
"111","Excalibur","9","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-9?quality=hq","27","done","2026-03-09T20:01:54.447439","0"
"112","Excalibur","10","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-10?quality=hq","28","done","2026-03-09T20:01:51.326193","0"
"113","Excalibur","11","Dawn of X","","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-11?quality=hq","28","done","2026-03-09T19:35:27.853223","0"
"114","Excalibur","12","Dawn of X","X of Swords","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-12?quality=hq","28","done","2026-03-09T19:35:54.817235","0"
"115","X-Men","12","Dawn of X","X of Swords","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-12?quality=hq","28","done","2026-03-09T22:37:56.169179","0"
"116","X of Swords: Creation","1","Dawn of X","X of Swords","2020","X-of-Swords-Creation","https://readcomiconline.li/Comic/X-Of-Swords-Creation/Issue-1?quality=hq","28","done","2026-03-09T20:01:53.511710","0"
"117","X-Factor","4","Dawn of X","X of Swords","2020","X-Factor-2020","https://readcomiconline.li/Comic/X-Factor-2020/Issue-4?quality=hq","28","done","2026-03-09T19:35:55.426426","0"
"118","Wolverine","6","Dawn of X","X of Swords","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-6?quality=hq","28","done","2026-03-09T19:36:05.216313","0"
"119","X-Force","13","Dawn of X","X of Swords","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-13?quality=hq","27","done","2026-03-09T19:36:03.908857","0"
"120","Marauders","13","Dawn of X","X of Swords","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-13?quality=hq","43","done","2026-03-09T22:37:53.255963","0"
"121","Hellions","5","Dawn of X","X of Swords","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-5?quality=hq","27","done","2026-03-09T19:36:18.970264","0"
"122","New Mutants","13","Dawn of X","X of Swords","2020","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-13?quality=hq","32","done","2026-03-09T20:01:54.120247","0"
"123","Cable","5","Dawn of X","X of Swords","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-5?quality=hq","26","done","2026-03-09T19:36:07.922904","0"
"124","Excalibur","13","Dawn of X","X of Swords","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-13?quality=hq","26","done","2026-03-09T20:01:53.053070","0"
"125","X-Men","13","Dawn of X","X of Swords","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-13?quality=hq","26","done","2026-03-09T20:01:53.461476","0"
"126","X of Swords: Stasis","1","Dawn of X","X of Swords","2020","X-Of-Swords-Stasis","https://readcomiconline.li/Comic/X-Of-Swords-Stasis/Full?quality=hq","26","done","2026-03-09T19:36:09.026514","0"
"127","X-Men","14","Dawn of X","X of Swords","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-14?quality=hq","26","done","2026-03-09T20:01:52.551226","0"
"128","Marauders","14","Dawn of X","X of Swords","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-14?quality=hq","26","done","2026-03-09T20:01:53.571517","0"
"129","X-Men Unlimited Infinity Comic","1","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-1?quality=hq","26","done","2026-03-09T22:37:36.166418","0"
"130","X-Men Unlimited Infinity Comic","2","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-2?quality=hq","27","done","2026-03-09T22:37:38.895438","0"
"131","X-Men Unlimited Infinity Comic","3","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-3?quality=hq","26","done","2026-03-09T20:02:40.658827","0"
"132","X-Men Unlimited Infinity Comic","4","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-4?quality=hq","26","done","2026-03-09T20:02:43.933780","0"
"133","X-Men Unlimited Infinity Comic","5","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-5?quality=hq","35","done","2026-03-09T20:02:45.410528","0"
"134","X-Men Unlimited Infinity Comic","6","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-6?quality=hq","25","done","2026-03-09T20:02:43.014655","0"
"135","X-Men Unlimited Infinity Comic","7","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-7?quality=hq","22","done","2026-03-09T20:02:43.809524","0"
"136","X-Men Unlimited Infinity Comic","8","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-8?quality=hq","26","done","2026-03-09T20:02:43.575160","0"
"137","X-Men Unlimited Infinity Comic","9","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-9?quality=hq","26","done","2026-03-09T20:02:45.674336","0"
"138","X-Men Unlimited Infinity Comic","10","Dawn of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-10?quality=hq","26","done","2026-03-09T20:02:45.380929","0"
"139","Marauders","15","Dawn of X","X of Swords","2020","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-15?quality=hq","26","done","2026-03-09T20:02:43.481101","0"
"140","Excalibur","14","Dawn of X","X of Swords","2020","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-14?quality=hq","25","done","2026-03-09T20:02:44.010548","0"
"141","Wolverine","7","Dawn of X","X of Swords","2020","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-7?quality=hq","26","done","2026-03-09T20:02:44.636608","0"
"142","X-Force","14","Dawn of X","X of Swords","2020","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-14?quality=hq","24","done","2026-03-09T20:02:45.349738","0"
"143","Hellions","6","Dawn of X","X of Swords","2020","Hellions","https://readcomiconline.li/Comic/Hellions/Issue-6?quality=hq","24","done","2026-03-09T20:07:53.316404","0"
"144","Cable","6","Dawn of X","X of Swords","2020","Cable-2020","https://readcomiconline.li/Comic/Cable-2020/Issue-6?quality=hq","24","done","2026-03-09T20:07:56.064754","0"
"145","X-Men","15","Dawn of X","X of Swords","2020","X-Men-2019","https://readcomiconline.li/Comic/X-Men-2019/Issue-15?quality=hq","25","done","2026-03-09T20:07:53.502484","0"
"146","King in Black","1","Reign of X","King in Black","2021","King-in-Black","https://readcomiconline.li/Comic/King-in-Black/Issue-1?quality=hq","26","done","2026-03-09T20:07:53.156789","0"
"147","King in Black","2","Reign of X","King in Black","2021","King-in-Black","https://readcomiconline.li/Comic/King-in-Black/Issue-2?quality=hq","26","done","2026-03-09T20:07:54.177375","0"
"148","King in Black","3","Reign of X","King in Black","2021","King-in-Black","https://readcomiconline.li/Comic/King-in-Black/Issue-3?quality=hq","38","done","2026-03-09T20:07:54.334493","0"
"149","King in Black","4","Reign of X","King in Black","2021","King-in-Black","https://readcomiconline.li/Comic/King-in-Black/Issue-4?quality=hq","26","done","2026-03-09T20:07:52.696305","0"
