"order_num","title","issue","phase","event","year","slug","url","total_pages","scrape_status","scraped_at","bookmark"
"299","X-Men Unlimited Infinity Comic","36","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-36?quality=hq","24","done","2026-03-09T20:14:05.968821","0"
"300","X-Men Unlimited Infinity Comic","37","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-37?quality=hq","25","done","2026-03-09T20:14:13.375642","0"
"301","X-Men Unlimited Infinity Comic","38","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-38?quality=hq","26","done","2026-03-09T20:14:36.292496","0"
"302","X-Men Unlimited Infinity Comic","39","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-39?quality=hq","26","done","2026-03-09T20:14:33.670347","0"
"303","X-Men Unlimited Infinity Comic","40","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-40?quality=hq","27","done","2026-03-09T20:14:36.929515","0"
"304","X-Men Unlimited Infinity Comic","41","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-41?quality=hq","26","done","2026-03-09T20:14:17.508335","0"
"305","X-Men Unlimited Infinity Comic","42","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-42?quality=hq","26","done","2026-03-09T20:14:32.949704","0"
"306","X-Men Unlimited Infinity Comic","43","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-43?quality=hq","26","done","2026-03-09T22:38:31.334600","0"
"307","X-Men Unlimited Infinity Comic","44","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-44?quality=hq","26","done","2026-03-09T22:38:33.195255","0"
"308","X-Men Unlimited Infinity Comic","45","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-45?quality=hq","26","done","2026-03-09T20:14:37.967471","0"
"309","X-Men Unlimited Infinity Comic","46","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-46?quality=hq","34","done","2026-03-09T20:14:38.122298","0"
"310","X-Men Unlimited Infinity Comic","47","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-47?quality=hq","26","done","2026-03-09T20:14:34.731521","0"
"311","X-Men Unlimited Infinity Comic","48","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-48?quality=hq","28","done","2026-03-09T20:14:40.115364","0"
"312","X-Men Unlimited Infinity Comic","49","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-49?quality=hq","26","done","2026-03-09T20:14:36.477423","0"
"313","X-Men Unlimited Infinity Comic","50","Reign of X","","2021","X-Men-Unlimited-Infinity-Comic","https://readcomiconline.li/Comic/X-Men-Unlimited-Infinity-Comic/Issue-50?quality=hq","26","done","2026-03-09T20:15:03.950388","0"
"314","Marauders","24","Reign of X","","2021","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-24?quality=hq","28","done","2026-03-09T20:14:40.989748","0"
"315","Marauders","25","Reign of X","","2021","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-25?quality=hq","27","done","2026-03-09T20:14:51.544991","0"
"316","Marauders","26","Reign of X","","2021","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-26?quality=hq","27","done","2026-03-09T20:15:07.062582","0"
"317","Marauders","27","Reign of X","","2021","Marauders","https://readcomiconline.li/Comic/Marauders/Issue-27?quality=hq","40","done","2026-03-09T20:15:18.933545","0"
"318","S.W.O.R.D.","8","Reign of X","","2021","S-W-O-R-D-2020","https://readcomiconline.li/Comic/S-W-O-R-D-2020/Issue-8?quality=hq","27","done","2026-03-09T22:38:35.545956","0"
"319","S.W.O.R.D.","9","Reign of X","","2021","S-W-O-R-D-2020","https://readcomiconline.li/Comic/S-W-O-R-D-2020/Issue-9?quality=hq","26","done","2026-03-09T20:15:18.557657","0"
"320","S.W.O.R.D.","10","Reign of X","","2021","S-W-O-R-D-2020","https://readcomiconline.li/Comic/S-W-O-R-D-2020/Issue-10?quality=hq","27","done","2026-03-09T20:15:19.106673","0"
"321","S.W.O.R.D.","11","Reign of X","","2021","S-W-O-R-D-2020","https://readcomiconline.li/Comic/S-W-O-R-D-2020/Issue-11?quality=hq","26","done","2026-03-09T20:15:17.224365","0"
"322","Devil's Reign: X-Men","1","Reign of X","","2022","Devil-s-Reign-X-Men","https://readcomiconline.li/Comic/Devil-s-Reign-X-Men/Issue-1?quality=hq","27","done","2026-03-09T20:15:18.202626","0"
"323","Devil's Reign: X-Men","2","Reign of X","","2022","Devil-s-Reign-X-Men","https://readcomiconline.li/Comic/Devil-s-Reign-X-Men/Issue-2?quality=hq","35","done","2026-03-09T20:15:22.772893","0"
"324","Devil's Reign: X-Men","3","Reign of X","","2022","Devil-s-Reign-X-Men","https://readcomiconline.li/Comic/Devil-s-Reign-X-Men/Issue-3?quality=hq","26","done","2026-03-09T20:15:22.804414","0"
"325","Wolverine","17","Reign of X","","2021","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-17?quality=hq","26","done","2026-03-09T20:15:18.965585","0"
"326","Wolverine","18","Reign of X","","2021","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-18?quality=hq","26","done","2026-03-09T20:15:18.558657","0"
"327","Wolverine","19","Reign of X","","2021","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-19?quality=hq","26","done","2026-03-09T20:15:19.154695","0"
"328","X-Force","21","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-21?quality=hq","26","done","2026-03-09T20:15:25.005691","0"
"329","X-Force","22","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-22?quality=hq","26","done","2026-03-09T20:15:20.564740","0"
"330","X-Force","23","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-23?quality=hq","26","done","2026-03-09T20:15:23.487420","0"
"331","X-Force","24","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-24?quality=hq","27","done","2026-03-09T20:15:22.648689","0"
"332","X-Force","25","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-25?quality=hq","27","done","2026-03-09T20:15:37.134742","0"
"333","X-Force","26","Reign of X","","2021","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-26?quality=hq","27","done","2026-03-09T20:15:50.963081","0"
"334","Marvel Voices: Community","1","Destiny of X","","2022","Marvel-Voices-Community","https://readcomiconline.li/Comic/Marvel-s-Voices-Community/TPB?quality=hq","26","done","2026-03-09T20:16:02.186507","0"
"335","Excalibur","22","Reign of X","","2021","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-22?quality=hq","26","done","2026-03-09T20:16:02.965356","0"
"336","Excalibur","23","Reign of X","","2021","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-23?quality=hq","26","done","2026-03-09T20:16:03.677741","0"
"337","Excalibur","24","Reign of X","","2021","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-24?quality=hq","35","done","2026-03-09T20:16:41.501726","0"
"338","Excalibur","25","Reign of X","","2021","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-25?quality=hq","26","done","2026-03-09T20:16:03.883866","0"
"339","Excalibur","26","Reign of X","","2021","Excalibur-2019","https://readcomiconline.li/Comic/Excalibur-2019/Issue-26?quality=hq","26","done","2026-03-09T20:16:02.765283","0"
"340","Inferno","1","Reign of X","Inferno","2022","Inferno-2021","https://readcomiconline.li/Comic/Inferno-2021/Issue-1?quality=hq","26","done","2026-03-09T20:16:03.739524","0"
"341","Inferno","2","Reign of X","Inferno","2022","Inferno-2021","https://readcomiconline.li/Comic/Inferno-2021/Issue-2?quality=hq","25","done","2026-03-09T20:16:03.335894","0"
"342","Inferno","3","Reign of X","Inferno","2022","Inferno-2021","https://readcomiconline.li/Comic/Inferno-2021/Issue-3?quality=hq","26","done","2026-03-09T20:16:03.030999","0"
"343","Inferno","4","Reign of X","Inferno","2022","Inferno-2021","https://readcomiconline.li/Comic/Inferno-2021/Issue-4?quality=hq","26","done","2026-03-09T20:16:03.430796","0"
"344","X Lives of Wolverine","1","Destiny of X","","2022","X-Lives-of-Wolverine","https://readcomiconline.li/Comic/X-Lives-of-Wolverine/Issue-1?quality=hq","27","done","2026-03-09T20:16:03.820805","0"
"345","X Deaths of Wolverine","1","Destiny of X","","2022","X-Deaths-of-Wolverine","https://readcomiconline.li/Comic/X-Deaths-of-Wolverine/Issue-1?quality=hq","46","done","2026-03-09T20:16:37.872758","0"
"346","X Lives of Wolverine","2","Destiny of X","","2022","X-Lives-of-Wolverine","https://readcomiconline.li/Comic/X-Lives-of-Wolverine/Issue-2?quality=hq","24","done","2026-03-09T20:16:03.383464","0"
"347","X Deaths of Wolverine","2","Destiny of X","","2022","X-Deaths-of-Wolverine","https://readcomiconline.li/Comic/X-Deaths-of-Wolverine/Issue-2?quality=hq","25","done","2026-03-09T20:16:03.260867","0"
"348","X Lives of Wolverine","3","Destiny of X","","2022","X-Lives-of-Wolverine","https://readcomiconline.li/Comic/X-Lives-of-Wolverine/Issue-3?quality=hq","25","done","2026-03-09T20:16:03.165647","0"
"349","X Deaths of Wolverine","3","Destiny of X","","2022","X-Deaths-of-Wolverine","https://readcomiconline.li/Comic/X-Deaths-of-Wolverine/Issue-3?quality=hq","26","done","2026-03-09T20:16:03.940356","0"
"350","X Lives of Wolverine","4","Destiny of X","","2022","X-Lives-of-Wolverine","https://readcomiconline.li/Comic/X-Lives-of-Wolverine/Issue-4?quality=hq","26","done","2026-03-09T20:16:03.876802","0"
"351","X Deaths of Wolverine","4","Destiny of X","","2022","X-Deaths-of-Wolverine","https://readcomiconline.li/Comic/X-Deaths-of-Wolverine/Issue-4?quality=hq","25","done","2026-03-09T20:16:06.662036","0"
"352","X Lives of Wolverine","5","Destiny of X","","2022","X-Lives-of-Wolverine","https://readcomiconline.li/Comic/X-Lives-of-Wolverine/Issue-5?quality=hq","26","done","2026-03-09T20:16:21.749720","0"
"353","X Deaths of Wolverine","5","Destiny of X","","2022","X-Deaths-of-Wolverine","https://readcomiconline.li/Comic/X-Deaths-of-Wolverine/Issue-5?quality=hq","26","done","2026-03-09T20:17:10.104530","0"
"354","Sabretooth","1","Destiny of X","","2022","Sabretooth-2022","https://readcomiconline.li/Comic/Sabretooth-2022/Issue-1?quality=hq","25","done","2026-03-09T20:16:36.366079","0"
"355","Marvel Voices: Heritage","1","Destiny of X","","2022","Marvel-Voices-Heritage","https://readcomiconline.li/Comic/Marvel-s-Voices-Heritage/Full?quality=hq","47","done","2026-03-09T20:16:56.565375","0"
"356","Sabretooth","2","Destiny of X","","2022","Sabretooth-2022","https://readcomiconline.li/Comic/Sabretooth-2022/Issue-2?quality=hq","26","done","2026-03-09T20:16:36.082163","0"
"357","Sabretooth","3","Destiny of X","","2022","Sabretooth-2022","https://readcomiconline.li/Comic/Sabretooth-2022/Issue-3?quality=hq","26","done","2026-03-09T20:16:37.017115","0"
"358","Sabretooth","4","Destiny of X","","2022","Sabretooth-2022","https://readcomiconline.li/Comic/Sabretooth-2022/Issue-4?quality=hq","26","done","2026-03-09T20:16:37.096259","0"
"359","Sabretooth","5","Destiny of X","","2022","Sabretooth-2022","https://readcomiconline.li/Comic/Sabretooth-2022/Issue-5?quality=hq","26","done","2026-03-09T22:38:59.662663","0"
"360","Sabretooth & The Exiles","1","Destiny of X","","2022","Sabretooth-The-Exiles","https://readcomiconline.li/Comic/Sabretooth-The-Exiles/Issue-1?quality=hq","27","done","2026-03-09T22:38:49.100702","0"
"361","Sabretooth & The Exiles","2","Destiny of X","","2022","Sabretooth-The-Exiles","https://readcomiconline.li/Comic/Sabretooth-The-Exiles/Issue-2?quality=hq","26","done","2026-03-09T22:38:35.702033","0"
"362","Sabretooth & The Exiles","3","Destiny of X","","2023","Sabretooth-The-Exiles","https://readcomiconline.li/Comic/Sabretooth-The-Exiles/Issue-3?quality=hq","27","done","2026-03-09T22:38:56.461958","0"
"363","Sabretooth & The Exiles","4","Destiny of X","","2023","Sabretooth-The-Exiles","https://readcomiconline.li/Comic/Sabretooth-The-Exiles/Issue-4?quality=hq","26","done","2026-03-09T22:38:56.641424","0"
"364","Sabretooth & The Exiles","5","Destiny of X","","2023","Sabretooth-The-Exiles","https://readcomiconline.li/Comic/Sabretooth-The-Exiles/Issue-5?quality=hq","27","done","2026-03-09T20:16:39.721465","0"
"365","Secret X-Men","1","Destiny of X","","2022","The-Secret-X-Men","https://readcomiconline.li/Comic/The-Secret-X-Men/Issue-1?quality=hq","26","done","2026-03-09T20:16:39.736580","0"
"366","X-Force Annual","1","Destiny of X","","2022","X-Force-Annual","https://readcomiconline.li/Comic/X-Force-2019-2/Annual-1?quality=hq","26","done","2026-03-09T20:16:39.564874","0"
"367","Wolverine","20","Destiny of X","","2022","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-20?quality=hq","25","done","2026-03-09T20:16:39.282302","0"
"368","Wolverine","21","Destiny of X","","2022","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-21?quality=hq","26","done","2026-03-09T22:38:59.742222","0"
"369","Wolverine","22","Destiny of X","","2022","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-22?quality=hq","26","done","2026-03-09T22:39:22.281906","0"
"370","Wolverine","23","Destiny of X","","2022","Wolverine-2020","https://readcomiconline.li/Comic/Wolverine-2020/Issue-23?quality=hq","26","done","2026-03-09T22:39:02.523972","0"
"371","Eternals (2021)","1","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-1?quality=hq","25","done","2026-03-09T22:39:51.685386","0"
"372","Eternals (2021)","2","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-2?quality=hq","26","done","2026-03-09T20:17:07.601344","0"
"373","Eternals (2021)","3","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-3?quality=hq","35","done","2026-03-09T20:17:17.312738","0"
"374","Eternals (2021)","4","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-4?quality=hq","26","done","2026-03-09T20:17:48.866349","0"
"375","Eternals (2021)","5","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-5?quality=hq","25","done","2026-03-09T20:17:12.537567","0"
"376","Eternals (2021)","6","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-6?quality=hq","35","done","2026-03-09T20:17:14.867717","0"
"377","Eternals (2021)","7","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-7?quality=hq","24","done","2026-03-09T20:17:11.024519","0"
"378","Eternals (2021)","8","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-8?quality=hq","24","done","2026-03-09T20:17:10.963362","0"
"379","Eternals (2021)","9","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-9?quality=hq","24","done","2026-03-09T20:17:10.558453","0"
"380","Eternals (2021)","10","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-10?quality=hq","24","done","2026-03-09T20:17:09.729043","0"
"381","Eternals (2021)","11","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-11?quality=hq","24","done","2026-03-09T20:17:28.909791","0"
"382","Eternals (2021)","12","Destiny of X","","2022","Eternals-2021","https://readcomiconline.li/Comic/Eternals-2021/Issue-12?quality=hq","24","done","2026-03-09T20:17:47.553318","0"
"383","X-Force","27","Destiny of X","","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-27?quality=hq","26","done","2026-03-09T20:17:49.159436","0"
"384","X-Force","28","Destiny of X","","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-28?quality=hq","26","done","2026-03-09T20:17:50.110036","0"
"385","X-Force","29","Destiny of X","","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-29?quality=hq","25","done","2026-03-09T20:17:50.018478","0"
"386","X-Force","30","Destiny of X","","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-30?quality=hq","26","done","2026-03-09T20:17:50.264625","0"
"387","Immortal X-Men","1","Destiny of X","","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-1?quality=hq","25","done","2026-03-09T20:18:16.946573","0"
"388","Immortal X-Men","2","Destiny of X","","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-2?quality=hq","25","done","2026-03-09T20:17:52.666713","0"
"389","Immortal X-Men","3","Destiny of X","","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-3?quality=hq","25","done","2026-03-09T20:17:59.591167","0"
"390","Immortal X-Men","4","Destiny of X","","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-4?quality=hq","23","done","2026-03-09T20:17:48.912717","0"
"391","X-Men Red (2022)","1","Destiny of X","","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-1?quality=hq","78","done","2026-03-09T20:19:43.460746","0"
"392","X-Men Red (2022)","2","Destiny of X","","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-2?quality=hq","26","done","2026-03-09T22:39:02.854213","0"
"393","Giant-Size X-Men: Thunderbird","1","Destiny of X","","2022","Giant-Size-X-Men-Thunderbird","https://readcomiconline.li/Comic/Giant-Size-X-Men-Thunderbird/Full?quality=hq","23","done","2026-03-09T20:18:00.746502","0"
"394","X-Men Red (2022)","3","Destiny of X","","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-3?quality=hq","25","done","2026-03-09T20:18:13.874370","0"
"395","Knights of X","1","Destiny of X","","2022","Knights-of-X","https://readcomiconline.li/Comic/Knights-of-X/Issue-1?quality=hq","46","done","2026-03-09T20:18:40.189519","0"
"396","Knights of X","2","Destiny of X","","2022","Knights-of-X","https://readcomiconline.li/Comic/Knights-of-X/Issue-2?quality=hq","22","done","2026-03-09T20:18:29.114705","0"
"397","Knights of X","3","Destiny of X","","2022","Knights-of-X","https://readcomiconline.li/Comic/Knights-of-X/Issue-3?quality=hq","27","done","2026-03-09T20:18:36.210664","0"
"398","Knights of X","4","Destiny of X","","2022","Knights-of-X","https://readcomiconline.li/Comic/Knights-of-X/Issue-4?quality=hq","25","done","2026-03-09T20:19:07.828636","0"
"399","Knights of X","5","Destiny of X","","2022","Knights-of-X","https://readcomiconline.li/Comic/Knights-of-X/Issue-5?quality=hq","23","done","2026-03-09T20:18:37.304582","0"
"400","Marauders Annual","1","Destiny of X","","2022","Marauders-Annual","https://readcomiconline.li/Comic/Marauders/Annual-1?quality=hq","38","done","2026-03-09T20:18:39.015518","0"
"401","Marauders (2022)","1","Destiny of X","","2022","Marauders-2022","https://readcomiconline.li/Comic/Marauders-2022/Issue-1?quality=hq","35","done","2026-03-09T20:18:37.143549","0"
"402","Marauders (2022)","2","Destiny of X","","2022","Marauders-2022","https://readcomiconline.li/Comic/Marauders-2022/Issue-2?quality=hq","34","done","2026-03-09T20:18:35.053728","0"
"403","Marauders (2022)","3","Destiny of X","","2022","Marauders-2022","https://readcomiconline.li/Comic/Marauders-2022/Issue-3?quality=hq","26","done","2026-03-09T20:18:32.273454","0"
"404","Marauders (2022)","4","Destiny of X","","2022","Marauders-2022","https://readcomiconline.li/Comic/Marauders-2022/Issue-4?quality=hq","27","done","2026-03-09T20:18:37.689611","0"
"405","X-Men (2021)","9","Destiny of X","","2022","X-Men-2021","https://readcomiconline.li/Comic/X-Men-2021/Issue-9?quality=hq","34","done","2026-03-09T20:18:39.138595","0"
"406","X-Men (2021)","10","Destiny of X","","2022","X-Men-2021","https://readcomiconline.li/Comic/X-Men-2021/Issue-10?quality=hq","35","done","2026-03-09T20:18:39.390363","0"
"407","X-Men (2021)","11","Destiny of X","","2022","X-Men-2021","https://readcomiconline.li/Comic/X-Men-2021/Issue-11?quality=hq","24","done","2026-03-09T20:18:37.392417","0"
"408","X-Men (2021)","12","Destiny of X","","2022","X-Men-2021","https://readcomiconline.li/Comic/X-Men-2021/Issue-12?quality=hq","23","done","2026-03-09T20:18:31.214392","0"
"409","Dark Web","1","Destiny of X","Dark Web","2023","Dark-Web","https://readcomiconline.li/Comic/Dark-Web-2023/Full?quality=hq","22","done","2026-03-09T20:18:36.567400","0"
"410","X-Men: Hellfire Gala (2022)","1","Destiny of X","Hellfire Gala 2022","2022","X-Men-Hellfire-Gala-2022","https://readcomiconline.li/Comic/X-Men-Hellfire-Gala/Issue-1?quality=hq","25","done","2026-03-09T20:18:38.676350","0"
"411","X-Men Red (2022)","4","Destiny of X","","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-4?quality=hq","26","done","2026-03-09T20:18:49.436521","0"
"412","Marauders (2022)","5","Destiny of X","","2022","Marauders-2022","https://readcomiconline.li/Comic/Marauders-2022/Issue-5?quality=hq","26","done","2026-03-09T20:19:04.010246","0"
"413","Legion of X","1","Destiny of X","","2022","Legion-of-X","https://readcomiconline.li/Comic/Legion-of-X/Issue-1?quality=hq","24","done","2026-03-09T20:19:06.496584","0"
"414","Legion of X","2","Destiny of X","","2022","Legion-of-X","https://readcomiconline.li/Comic/Legion-of-X/Issue-2?quality=hq","23","done","2026-03-09T20:19:11.529297","0"
"415","Legion of X","3","Destiny of X","","2022","Legion-of-X","https://readcomiconline.li/Comic/Legion-of-X/Issue-3?quality=hq","24","done","2026-03-09T20:19:15.478478","0"
"416","Dark Web: Finale","1","Destiny of X","Dark Web","2023","Dark-Web-Finale","https://readcomiconline.li/Comic/Dark-Web-Finale/Full?quality=hq","26","done","2026-03-09T20:19:21.917737","0"
"417","Legion of X","4","Destiny of X","","2022","Legion-of-X","https://readcomiconline.li/Comic/Legion-of-X/Issue-4?quality=hq","25","done","2026-03-09T20:19:20.358719","0"
"418","Legion of X","5","Destiny of X","","2022","Legion-of-X","https://readcomiconline.li/Comic/Legion-of-X/Issue-5?quality=hq","26","done","2026-03-09T20:19:21.685601","0"
"419","New Mutants","25","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-25?quality=hq","26","done","2026-03-09T20:19:21.653042","0"
"420","New Mutants","26","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-26?quality=hq","26","done","2026-03-09T20:19:21.925741","0"
"421","New Mutants","27","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-27?quality=hq","26","done","2026-03-09T20:19:21.762157","0"
"422","New Mutants","28","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-28?quality=hq","26","done","2026-03-09T20:19:24.225340","0"
"423","New Mutants","29","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-29?quality=hq","26","done","2026-03-09T20:19:22.291660","0"
"424","New Mutants","30","Destiny of X","","2022","New-Mutants-2019","https://readcomiconline.li/Comic/New-Mutants-2019/Issue-30?quality=hq","26","done","2026-03-09T20:19:26.396585","0"
"425","A.X.E.: Eve of Judgment","1","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Eve-Of-Judgment","https://readcomiconline.li/Comic/A-X-E-Eve-Of-Judgment/Issue-1?quality=hq","28","done","2026-03-09T20:19:21.976800","0"
"426","A.X.E.: Judgment Day","1","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Judgment-Day","https://readcomiconline.li/Comic/A-X-E-Judgment-Day/Issue-1?quality=hq","25","done","2026-03-09T20:19:20.486784","0"
"427","Immortal X-Men","5","Destiny of X","A.X.E. Judgment Day","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-5?quality=hq","25","done","2026-03-09T20:19:26.161866","0"
"428","X-Men Red (2022)","5","Destiny of X","A.X.E. Judgment Day","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-5?quality=hq","26","done","2026-03-09T20:19:26.947495","0"
"429","A.X.E.: Judgment Day","2","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Judgment-Day","https://readcomiconline.li/Comic/A-X-E-Judgment-Day/Issue-2?quality=hq","32","done","2026-03-09T20:19:35.687696","0"
"430","A.X.E.: Death to the Mutants","1","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Death-to-the-Mutants","https://readcomiconline.li/Comic/A-X-E-Death-to-the-Mutants/Issue-1?quality=hq","23","done","2026-03-09T20:19:39.705416","0"
"431","X-Men (2021)","13","Destiny of X","A.X.E. Judgment Day","2022","X-Men-2021","https://readcomiconline.li/Comic/X-Men-2021/Issue-13?quality=hq","24","done","2026-03-09T20:19:53.670732","0"
"432","A.X.E.: Judgment Day","3","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Judgment-Day","https://readcomiconline.li/Comic/A-X-E-Judgment-Day/Issue-3?quality=hq","34","done","2026-03-09T20:20:04.473639","0"
"433","A.X.E.: Death to the Mutants","2","Destiny of X","A.X.E. Judgment Day","2022","A-X-E-Death-to-the-Mutants","https://readcomiconline.li/Comic/A-X-E-Death-to-the-Mutants/Issue-2?quality=hq","24","done","2026-03-09T20:19:55.687340","0"
"434","Immortal X-Men","6","Destiny of X","A.X.E. Judgment Day","2022","Immortal-X-Men","https://readcomiconline.li/Comic/Immortal-X-Men/Issue-6?quality=hq","24","done","2026-03-09T20:19:53.088745","0"
"435","X-Men Red (2022)","6","Destiny of X","A.X.E. Judgment Day","2022","X-Men-Red-2022","https://readcomiconline.li/Comic/X-Men-Red-2022/Issue-6?quality=hq","24","done","2026-03-09T20:19:56.580260","0"
"436","X-Force","31","Destiny of X","A.X.E. Judgment Day","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-31?quality=hq","26","done","2026-03-09T20:19:57.274594","0"
"437","X-Force","32","Destiny of X","A.X.E. Judgment Day","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-32?quality=hq","23","done","2026-03-09T20:20:04.800305","0"
"438","X-Force","33","Destiny of X","A.X.E. Judgment Day","2022","X-Force-2019-2","https://readcomiconline.li/Comic/X-Force-2019-2/Issue-33?quality=hq","26","done","2026-03-09T20:20:04.225386","0"
